dealer,color,month,month_name,si
DEALER 19,Black1,5,Mayıs,0.5714
DEALER 19,Black1,6,Haziran,1.1429
DEALER 19,Black1,7,Temmuz,0.5714
DEALER 19,Black1,8,Ağustos,1.7143
DEALER 19,Black1,9,Eylül,0.5714
DEALER 19,Black1,10,Ekim,1.1429
DEALER 19,Black1,11,Kasım,2.2857
DEALER 19,Black1,12,Aralık,0.0
DEALER 19,White1,1,Ocak,1.0909
DEALER 19,White1,2,Şubat,0.8182
DEALER 19,White1,3,Mart,0.5455
DEALER 19,White1,4,Nisan,0.8182
DEALER 19,White1,5,Mayıs,1.0909
DEALER 19,White1,6,Haziran,0.5455
DEALER 19,White1,7,Temmuz,0.0
DEALER 19,White1,8,Ağustos,3.8182
DEALER 19,White1,9,Eylül,1.0909
DEALER 19,White1,10,Ekim,0.5455
DEALER 19,White1,11,Kasım,0.5455
DEALER 19,White1,12,Aralık,1.0909
DEALER 19,Black2,1,Ocak,1.2632
DEALER 19,Black2,2,Şubat,0.6316
DEALER 19,Black2,3,Mart,0.6316
DEALER 19,Black2,4,Nisan,0.0
DEALER 19,Black2,5,Mayıs,1.8947
DEALER 19,Black2,6,Haziran,0.6316
DEALER 19,Black2,7,Temmuz,0.6316
DEALER 19,Black2,8,Ağustos,1.2632
DEALER 19,Black2,9,Eylül,0.9474
DEALER 19,Black2,10,Ekim,0.9474
DEALER 19,Black2,11,Kasım,1.8947
DEALER 19,Black2,12,Aralık,1.2632
DEALER 19,Grey2,1,Ocak,1.8947
DEALER 19,Grey2,2,Şubat,0.6316
DEALER 19,Grey2,3,Mart,0.6316
DEALER 19,Grey2,4,Nisan,0.6316
DEALER 19,Grey2,5,Mayıs,1.8947
DEALER 19,Grey2,6,Haziran,1.2632
DEALER 19,Grey2,7,Temmuz,0.0
DEALER 19,Grey2,8,Ağustos,1.8947
DEALER 19,Grey2,9,Eylül,1.8947
DEALER 19,Grey2,10,Ekim,0.0
DEALER 19,Grey2,11,Kasım,0.6316
DEALER 19,Grey2,12,Aralık,0.6316
DEALER 19,Grey3,1,Ocak,0.0
DEALER 19,Grey3,2,Şubat,0.0
DEALER 19,Grey3,3,Mart,1.2
DEALER 19,Grey3,4,Nisan,0.8
DEALER 19,Grey3,5,Mayıs,2.4
DEALER 19,Grey3,6,Haziran,0.8
DEALER 19,Grey3,7,Temmuz,0.0
DEALER 19,Grey3,8,Ağustos,1.6
DEALER 19,Grey3,9,Eylül,0.8
DEALER 19,Grey3,10,Ekim,0.0
DEALER 19,Grey3,11,Kasım,2.4
DEALER 19,Grey3,12,Aralık,2.0
DEALER 2,White2,1,Ocak,0.9231
DEALER 2,White2,2,Şubat,1.3846
DEALER 2,White2,3,Mart,0.4615
DEALER 2,White2,4,Nisan,1.8462
DEALER 2,White2,5,Mayıs,0.9231
DEALER 2,White2,6,Haziran,0.0
DEALER 2,White2,7,Temmuz,0.9231
DEALER 2,White2,8,Ağustos,1.1538
DEALER 2,White2,9,Eylül,0.4615
DEALER 2,White2,10,Ekim,1.3846
DEALER 2,White2,11,Kasım,0.9231
DEALER 2,White2,12,Aralık,1.6154
DEALER 2,Beige,1,Ocak,1.8
DEALER 2,Beige,2,Şubat,1.2
DEALER 2,Beige,3,Mart,0.6
DEALER 2,Beige,4,Nisan,0.6
DEALER 2,Beige,5,Mayıs,0.0
DEALER 2,Beige,6,Haziran,0.9
DEALER 2,Beige,7,Temmuz,0.6
DEALER 2,Beige,8,Ağustos,0.6
DEALER 2,Beige,9,Eylül,0.0
DEALER 2,Beige,10,Ekim,2.1
DEALER 2,Beige,11,Kasım,2.4
DEALER 2,Beige,12,Aralık,1.2
DEALER 2,Black2,1,Ocak,0.5581
DEALER 2,Black2,2,Şubat,1.1163
DEALER 2,Black2,3,Mart,0.0
DEALER 2,Black2,4,Nisan,0.5581
DEALER 2,Black2,5,Mayıs,1.1163
DEALER 2,Black2,6,Haziran,1.1163
DEALER 2,Black2,7,Temmuz,1.1163
DEALER 2,Black2,8,Ağustos,1.1163
DEALER 2,Black2,9,Eylül,1.1163
DEALER 2,Black2,10,Ekim,0.0
DEALER 2,Black2,11,Kasım,2.2326
DEALER 2,Black2,12,Aralık,1.9535
DEALER 2,Grey3,1,Ocak,0.7059
DEALER 2,Grey3,2,Şubat,0.0
DEALER 2,Grey3,3,Mart,0.0
DEALER 2,Grey3,4,Nisan,0.7059
DEALER 2,Grey3,5,Mayıs,2.1176
DEALER 2,Grey3,6,Haziran,0.7059
DEALER 2,Grey3,7,Temmuz,0.7059
DEALER 2,Grey3,8,Ağustos,1.4118
DEALER 2,Grey3,9,Eylül,1.0588
DEALER 2,Grey3,10,Ekim,0.0
DEALER 2,Grey3,11,Kasım,1.7647
DEALER 2,Grey3,12,Aralık,2.8235
DEALER 2,Grey2,1,Ocak,0.75
DEALER 2,Grey2,2,Şubat,0.75
DEALER 2,Grey2,3,Mart,2.25
DEALER 2,Grey2,4,Nisan,1.125
DEALER 2,Grey2,5,Mayıs,0.75
DEALER 2,Grey2,6,Haziran,0.75
DEALER 2,Grey2,7,Temmuz,1.5
DEALER 2,Grey2,8,Ağustos,0.75
DEALER 2,Grey2,9,Eylül,1.125
DEALER 2,Grey2,10,Ekim,0.75
DEALER 2,Grey2,11,Kasım,0.75
DEALER 2,Grey2,12,Aralık,0.75
DEALER 20,Black2,1,Ocak,0.9231
DEALER 20,Black2,2,Şubat,0.9231
DEALER 20,Black2,3,Mart,0.0
DEALER 20,Black2,4,Nisan,0.9231
DEALER 20,Black2,5,Mayıs,0.0
DEALER 20,Black2,6,Haziran,0.9231
DEALER 20,Black2,7,Temmuz,0.9231
DEALER 20,Black2,8,Ağustos,1.8462
DEALER 20,Black2,9,Eylül,0.9231
DEALER 20,Black2,10,Ekim,3.6923
DEALER 20,Black2,11,Kasım,0.0
DEALER 20,Black2,12,Aralık,0.9231
DEALER 20,Grey3,1,Ocak,0.0
DEALER 20,Grey3,2,Şubat,0.9231
DEALER 20,Grey3,3,Mart,0.0
DEALER 20,Grey3,4,Nisan,0.9231
DEALER 20,Grey3,5,Mayıs,0.0
DEALER 20,Grey3,6,Haziran,0.9231
DEALER 20,Grey3,7,Temmuz,0.9231
DEALER 20,Grey3,8,Ağustos,0.0
DEALER 20,Grey3,9,Eylül,1.8462
DEALER 20,Grey3,10,Ekim,0.0
DEALER 20,Grey3,11,Kasım,1.8462
DEALER 20,Grey3,12,Aralık,4.6154
DEALER 20,White2,1,Ocak,1.0909
DEALER 20,White2,2,Şubat,0.0
DEALER 20,White2,3,Mart,2.1818
DEALER 20,White2,4,Nisan,0.0
DEALER 20,White2,5,Mayıs,0.0
DEALER 20,White2,6,Haziran,1.0909
DEALER 20,White2,7,Temmuz,1.0909
DEALER 20,White2,8,Ağustos,1.0909
DEALER 20,White2,9,Eylül,3.2727
DEALER 20,White2,10,Ekim,0.0
DEALER 20,White2,11,Kasım,0.0
DEALER 20,White2,12,Aralık,2.1818
DEALER 20,Grey2,1,Ocak,4.5
DEALER 20,Grey2,2,Şubat,1.5
DEALER 20,Grey2,3,Mart,0.0
DEALER 20,Grey2,4,Nisan,0.0
DEALER 20,Grey2,5,Mayıs,0.0
DEALER 20,Grey2,6,Haziran,0.0
DEALER 20,Grey2,7,Temmuz,0.0
DEALER 20,Grey2,8,Ağustos,0.0
DEALER 20,Grey2,9,Eylül,3.0
DEALER 20,Grey2,10,Ekim,1.5
DEALER 20,Grey2,11,Kasım,0.0
DEALER 20,Grey2,12,Aralık,1.5
DEALER 20,Black1,1,Ocak,1.7143
DEALER 20,Black1,2,Şubat,1.7143
DEALER 20,Black1,3,Mart,1.7143
DEALER 20,Black1,4,Nisan,0.0
DEALER 20,Black1,5,Mayıs,1.7143
DEALER 20,Black1,6,Haziran,0.0
DEALER 20,Black1,7,Temmuz,0.0
DEALER 20,Black1,8,Ağustos,1.7143
DEALER 20,Black1,9,Eylül,0.0
DEALER 20,Black1,10,Ekim,0.0
DEALER 20,Black1,11,Kasım,3.4286
DEALER 20,Black1,12,Aralık,0.0
DEALER 21,Grey3,1,Ocak,2.0
DEALER 21,Grey3,2,Şubat,1.5
DEALER 21,Grey3,3,Mart,1.0
DEALER 21,Grey3,4,Nisan,0.5
DEALER 21,Grey3,5,Mayıs,0.5
DEALER 21,Grey3,6,Haziran,1.25
DEALER 21,Grey3,7,Temmuz,0.5
DEALER 21,Grey3,8,Ağustos,0.75
DEALER 21,Grey3,9,Eylül,1.0
DEALER 21,Grey3,10,Ekim,0.5
DEALER 21,Grey3,11,Kasım,0.0
DEALER 21,Grey3,12,Aralık,2.5
DEALER 21,Beige,1,Ocak,0.7273
DEALER 21,Beige,2,Şubat,0.0
DEALER 21,Beige,3,Mart,2.1818
DEALER 21,Beige,4,Nisan,1.4545
DEALER 21,Beige,5,Mayıs,0.0
DEALER 21,Beige,6,Haziran,0.7273
DEALER 21,Beige,7,Temmuz,1.8182
DEALER 21,Beige,8,Ağustos,1.4545
DEALER 21,Beige,9,Eylül,0.7273
DEALER 21,Beige,10,Ekim,0.7273
DEALER 21,Beige,11,Kasım,1.0909
DEALER 21,Beige,12,Aralık,1.0909
DEALER 21,White2,1,Ocak,0.8
DEALER 21,White2,2,Şubat,1.2
DEALER 21,White2,3,Mart,0.0
DEALER 21,White2,4,Nisan,0.8
DEALER 21,White2,5,Mayıs,1.6
DEALER 21,White2,6,Haziran,0.0
DEALER 21,White2,7,Temmuz,0.8
DEALER 21,White2,8,Ağustos,2.4
DEALER 21,White2,9,Eylül,0.0
DEALER 21,White2,10,Ekim,1.6
DEALER 21,White2,11,Kasım,1.6
DEALER 21,White2,12,Aralık,1.2
DEALER 21,Black1,1,Ocak,2.087
DEALER 21,Black1,2,Şubat,1.0435
DEALER 21,Black1,3,Mart,1.5652
DEALER 21,Black1,4,Nisan,2.087
DEALER 21,Black1,5,Mayıs,0.0
DEALER 21,Black1,6,Haziran,0.0
DEALER 21,Black1,7,Temmuz,1.5652
DEALER 21,Black1,8,Ağustos,2.6087
DEALER 21,Black1,9,Eylül,0.0
DEALER 21,Black1,10,Ekim,0.0
DEALER 21,Black1,11,Kasım,1.0435
DEALER 21,Black1,12,Aralık,0.0
DEALER 21,Black2,1,Ocak,0.0
DEALER 21,Black2,2,Şubat,0.0
DEALER 21,Black2,3,Mart,1.2
DEALER 21,Black2,4,Nisan,0.0
DEALER 21,Black2,5,Mayıs,0.0
DEALER 21,Black2,6,Haziran,1.2
DEALER 21,Black2,7,Temmuz,1.2
DEALER 21,Black2,8,Ağustos,1.8
DEALER 21,Black2,9,Eylül,1.2
DEALER 21,Black2,10,Ekim,1.2
DEALER 21,Black2,11,Kasım,2.4
DEALER 21,Black2,12,Aralık,1.8
DEALER 22,Grey3,1,Ocak,0.0
DEALER 22,Grey3,2,Şubat,0.0
DEALER 22,Grey3,3,Mart,1.8462
DEALER 22,Grey3,4,Nisan,1.8462
DEALER 22,Grey3,5,Mayıs,0.6154
DEALER 22,Grey3,6,Haziran,0.6154
DEALER 22,Grey3,7,Temmuz,0.0
DEALER 22,Grey3,8,Ağustos,0.6154
DEALER 22,Grey3,9,Eylül,3.0769
DEALER 22,Grey3,10,Ekim,0.6154
DEALER 22,Grey3,11,Kasım,1.8462
DEALER 22,Grey3,12,Aralık,0.9231
DEALER 22,Black2,1,Ocak,0.8276
DEALER 22,Black2,2,Şubat,0.0
DEALER 22,Black2,3,Mart,0.0
DEALER 22,Black2,4,Nisan,0.8276
DEALER 22,Black2,5,Mayıs,0.8276
DEALER 22,Black2,6,Haziran,1.2414
DEALER 22,Black2,7,Temmuz,0.0
DEALER 22,Black2,8,Ağustos,1.6552
DEALER 22,Black2,9,Eylül,0.8276
DEALER 22,Black2,10,Ekim,1.6552
DEALER 22,Black2,11,Kasım,0.8276
DEALER 22,Black2,12,Aralık,3.3103
DEALER 22,Beige,1,Ocak,1.8462
DEALER 22,Beige,2,Şubat,0.9231
DEALER 22,Beige,3,Mart,0.9231
DEALER 22,Beige,4,Nisan,0.0
DEALER 22,Beige,5,Mayıs,0.9231
DEALER 22,Beige,6,Haziran,0.0
DEALER 22,Beige,7,Temmuz,2.7692
DEALER 22,Beige,8,Ağustos,0.9231
DEALER 22,Beige,9,Eylül,0.9231
DEALER 22,Beige,10,Ekim,1.8462
DEALER 22,Beige,11,Kasım,0.0
DEALER 22,Beige,12,Aralık,0.9231
DEALER 22,Black1,1,Ocak,0.8889
DEALER 22,Black1,2,Şubat,3.5556
DEALER 22,Black1,3,Mart,3.5556
DEALER 22,Black1,4,Nisan,0.0
DEALER 22,Black1,5,Mayıs,0.0
DEALER 22,Black1,6,Haziran,0.0
DEALER 22,Black1,7,Temmuz,0.8889
DEALER 22,Black1,8,Ağustos,3.1111
DEALER 22,Black1,9,Eylül,0.0
DEALER 22,Black1,10,Ekim,0.0
DEALER 22,Black1,11,Kasım,0.0
DEALER 22,Black1,12,Aralık,0.0
DEALER 22,Grey2,1,Ocak,2.5714
DEALER 22,Grey2,2,Şubat,0.0
DEALER 22,Grey2,3,Mart,0.8571
DEALER 22,Grey2,4,Nisan,1.7143
DEALER 22,Grey2,5,Mayıs,0.8571
DEALER 22,Grey2,6,Haziran,0.8571
DEALER 22,Grey2,7,Temmuz,0.0
DEALER 22,Grey2,8,Ağustos,0.8571
DEALER 22,Grey2,9,Eylül,0.8571
DEALER 22,Grey2,10,Ekim,1.7143
DEALER 22,Grey2,11,Kasım,0.8571
DEALER 22,Grey2,12,Aralık,0.8571
DEALER 3,Black1,1,Ocak,1.2
DEALER 3,Black1,2,Şubat,1.92
DEALER 3,Black1,3,Mart,1.2
DEALER 3,Black1,4,Nisan,0.72
DEALER 3,Black1,5,Mayıs,1.44
DEALER 3,Black1,6,Haziran,0.96
DEALER 3,Black1,7,Temmuz,1.44
DEALER 3,Black1,8,Ağustos,2.16
DEALER 3,Black1,9,Eylül,0.48
DEALER 3,Black1,10,Ekim,0.48
DEALER 3,Black1,11,Kasım,0.0
DEALER 3,Black1,12,Aralık,0.0
DEALER 3,Grey3,1,Ocak,1.0213
DEALER 3,Grey3,2,Şubat,1.0213
DEALER 3,Grey3,3,Mart,1.0213
DEALER 3,Grey3,4,Nisan,0.0
DEALER 3,Grey3,5,Mayıs,0.0
DEALER 3,Grey3,6,Haziran,2.0426
DEALER 3,Grey3,7,Temmuz,1.0213
DEALER 3,Grey3,8,Ağustos,1.5319
DEALER 3,Grey3,9,Eylül,0.5106
DEALER 3,Grey3,10,Ekim,0.5106
DEALER 3,Grey3,11,Kasım,0.5106
DEALER 3,Grey3,12,Aralık,2.8085
DEALER 3,Beige,1,Ocak,0.9796
DEALER 3,Beige,2,Şubat,0.4898
DEALER 3,Beige,3,Mart,0.4898
DEALER 3,Beige,4,Nisan,0.0
DEALER 3,Beige,5,Mayıs,0.4898
DEALER 3,Beige,6,Haziran,0.4898
DEALER 3,Beige,7,Temmuz,0.4898
DEALER 3,Beige,8,Ağustos,0.9796
DEALER 3,Beige,9,Eylül,0.9796
DEALER 3,Beige,10,Ekim,1.4694
DEALER 3,Beige,11,Kasım,2.449
DEALER 3,Beige,12,Aralık,2.6939
DEALER 3,Grey2,1,Ocak,4.6154
DEALER 3,Grey2,2,Şubat,2.3077
DEALER 3,Grey2,3,Mart,0.4615
DEALER 3,Grey2,4,Nisan,0.9231
DEALER 3,Grey2,5,Mayıs,0.0
DEALER 3,Grey2,6,Haziran,0.6923
DEALER 3,Grey2,7,Temmuz,0.6923
DEALER 3,Grey2,8,Ağustos,0.4615
DEALER 3,Grey2,9,Eylül,0.6923
DEALER 3,Grey2,10,Ekim,0.4615
DEALER 3,Grey2,11,Kasım,0.0
DEALER 3,Grey2,12,Aralık,0.6923
DEALER 3,White2,1,Ocak,0.8
DEALER 3,White2,2,Şubat,0.8
DEALER 3,White2,3,Mart,0.8
DEALER 3,White2,4,Nisan,1.6
DEALER 3,White2,5,Mayıs,1.2
DEALER 3,White2,6,Haziran,0.8
DEALER 3,White2,7,Temmuz,1.2
DEALER 3,White2,8,Ağustos,0.0
DEALER 3,White2,9,Eylül,2.0
DEALER 3,White2,10,Ekim,0.0
DEALER 3,White2,11,Kasım,1.2
DEALER 3,White2,12,Aralık,1.6
DEALER 4,Black1,1,Ocak,2.1
DEALER 4,Black1,2,Şubat,1.5
DEALER 4,Black1,3,Mart,1.5
DEALER 4,Black1,4,Nisan,1.5
DEALER 4,Black1,5,Mayıs,0.6
DEALER 4,Black1,6,Haziran,0.6
DEALER 4,Black1,7,Temmuz,0.0
DEALER 4,Black1,8,Ağustos,2.1
DEALER 4,Black1,9,Eylül,0.9
DEALER 4,Black1,10,Ekim,0.6
DEALER 4,Black1,11,Kasım,0.6
DEALER 4,Black1,12,Aralık,0.0
DEALER 4,Beige,1,Ocak,0.6
DEALER 4,Beige,2,Şubat,0.0
DEALER 4,Beige,3,Mart,0.6
DEALER 4,Beige,4,Nisan,1.2
DEALER 4,Beige,5,Mayıs,0.6
DEALER 4,Beige,6,Haziran,1.5
DEALER 4,Beige,7,Temmuz,0.9
DEALER 4,Beige,8,Ağustos,0.6
DEALER 4,Beige,9,Eylül,2.4
DEALER 4,Beige,10,Ekim,0.0
DEALER 4,Beige,11,Kasım,1.8
DEALER 4,Beige,12,Aralık,1.8
DEALER 4,Grey3,1,Ocak,0.0
DEALER 4,Grey3,2,Şubat,1.125
DEALER 4,Grey3,3,Mart,1.5
DEALER 4,Grey3,4,Nisan,0.75
DEALER 4,Grey3,5,Mayıs,1.125
DEALER 4,Grey3,6,Haziran,1.125
DEALER 4,Grey3,7,Temmuz,1.875
DEALER 4,Grey3,8,Ağustos,0.75
DEALER 4,Grey3,9,Eylül,1.5
DEALER 4,Grey3,10,Ekim,0.75
DEALER 4,Grey3,11,Kasım,0.0
DEALER 4,Grey3,12,Aralık,1.5
DEALER 4,Black2,1,Ocak,0.0
DEALER 4,Black2,2,Şubat,0.5854
DEALER 4,Black2,3,Mart,0.5854
DEALER 4,Black2,4,Nisan,0.0
DEALER 4,Black2,5,Mayıs,0.5854
DEALER 4,Black2,6,Haziran,1.7561
DEALER 4,Black2,7,Temmuz,0.0
DEALER 4,Black2,8,Ağustos,1.7561
DEALER 4,Black2,9,Eylül,1.1707
DEALER 4,Black2,10,Ekim,1.1707
DEALER 4,Black2,11,Kasım,2.3415
DEALER 4,Black2,12,Aralık,2.0488
DEALER 4,Grey2,1,Ocak,3.2432
DEALER 4,Grey2,2,Şubat,1.6216
DEALER 4,Grey2,3,Mart,0.0
DEALER 4,Grey2,4,Nisan,0.0
DEALER 4,Grey2,5,Mayıs,0.973
DEALER 4,Grey2,6,Haziran,0.6486
DEALER 4,Grey2,7,Temmuz,1.2973
DEALER 4,Grey2,8,Ağustos,1.6216
DEALER 4,Grey2,9,Eylül,0.0
DEALER 4,Grey2,10,Ekim,1.2973
DEALER 4,Grey2,11,Kasım,1.2973
DEALER 4,Grey2,12,Aralık,0.0
DEALER 5,Black1,1,Ocak,0.6923
DEALER 5,Black1,2,Şubat,0.9231
DEALER 5,Black1,3,Mart,0.4615
DEALER 5,Black1,4,Nisan,0.9231
DEALER 5,Black1,5,Mayıs,2.3077
DEALER 5,Black1,6,Haziran,0.9231
DEALER 5,Black1,7,Temmuz,0.6923
DEALER 5,Black1,8,Ağustos,2.0769
DEALER 5,Black1,9,Eylül,0.6923
DEALER 5,Black1,10,Ekim,0.4615
DEALER 5,Black1,11,Kasım,1.3846
DEALER 5,Black1,12,Aralık,0.4615
DEALER 5,Black2,1,Ocak,0.6
DEALER 5,Black2,2,Şubat,0.6
DEALER 5,Black2,3,Mart,0.0
DEALER 5,Black2,4,Nisan,0.6
DEALER 5,Black2,5,Mayıs,0.6
DEALER 5,Black2,6,Haziran,1.8
DEALER 5,Black2,7,Temmuz,2.4
DEALER 5,Black2,8,Ağustos,0.6
DEALER 5,Black2,9,Eylül,0.6
DEALER 5,Black2,10,Ekim,0.9
DEALER 5,Black2,11,Kasım,0.6
DEALER 5,Black2,12,Aralık,2.7
DEALER 5,Grey3,1,Ocak,1.6
DEALER 5,Grey3,2,Şubat,0.8
DEALER 5,Grey3,3,Mart,0.8
DEALER 5,Grey3,4,Nisan,1.6
DEALER 5,Grey3,5,Mayıs,0.8
DEALER 5,Grey3,6,Haziran,0.8
DEALER 5,Grey3,7,Temmuz,0.0
DEALER 5,Grey3,8,Ağustos,0.8
DEALER 5,Grey3,9,Eylül,0.8
DEALER 5,Grey3,10,Ekim,0.8
DEALER 5,Grey3,11,Kasım,0.8
DEALER 5,Grey3,12,Aralık,2.4
DEALER 5,Beige,1,Ocak,0.0
DEALER 5,Beige,2,Şubat,0.0
DEALER 5,Beige,3,Mart,1.0909
DEALER 5,Beige,4,Nisan,0.0
DEALER 5,Beige,5,Mayıs,0.0
DEALER 5,Beige,6,Haziran,1.0909
DEALER 5,Beige,7,Temmuz,1.0909
DEALER 5,Beige,8,Ağustos,0.0
DEALER 5,Beige,9,Eylül,2.7273
DEALER 5,Beige,10,Ekim,1.6364
DEALER 5,Beige,11,Kasım,2.1818
DEALER 5,Beige,12,Aralık,2.1818
DEALER 5,Grey2,1,Ocak,1.7778
DEALER 5,Grey2,2,Şubat,0.8889
DEALER 5,Grey2,3,Mart,0.0
DEALER 5,Grey2,4,Nisan,0.0
DEALER 5,Grey2,5,Mayıs,0.8889
DEALER 5,Grey2,6,Haziran,0.8889
DEALER 5,Grey2,7,Temmuz,0.8889
DEALER 5,Grey2,8,Ağustos,2.2222
DEALER 5,Grey2,9,Eylül,1.7778
DEALER 5,Grey2,10,Ekim,0.0
DEALER 5,Grey2,11,Kasım,0.8889
DEALER 5,Grey2,12,Aralık,1.7778
DEALER 6,Beige,1,Ocak,1.0588
DEALER 6,Beige,2,Şubat,0.7059
DEALER 6,Beige,3,Mart,0.3529
DEALER 6,Beige,4,Nisan,1.0588
DEALER 6,Beige,5,Mayıs,0.3529
DEALER 6,Beige,6,Haziran,1.0588
DEALER 6,Beige,7,Temmuz,1.4118
DEALER 6,Beige,8,Ağustos,0.7059
DEALER 6,Beige,9,Eylül,0.7059
DEALER 6,Beige,10,Ekim,0.7059
DEALER 6,Beige,11,Kasım,0.7059
DEALER 6,Beige,12,Aralık,3.1765
DEALER 6,Grey2,1,Ocak,3.1475
DEALER 6,Grey2,2,Şubat,1.377
DEALER 6,Grey2,3,Mart,1.1803
DEALER 6,Grey2,4,Nisan,0.7869
DEALER 6,Grey2,5,Mayıs,0.7869
DEALER 6,Grey2,6,Haziran,0.5902
DEALER 6,Grey2,7,Temmuz,0.9836
DEALER 6,Grey2,8,Ağustos,0.7869
DEALER 6,Grey2,9,Eylül,0.3934
DEALER 6,Grey2,10,Ekim,0.3934
DEALER 6,Grey2,11,Kasım,0.3934
DEALER 6,Grey2,12,Aralık,1.1803
DEALER 6,Grey3,1,Ocak,0.6429
DEALER 6,Grey3,2,Şubat,0.6429
DEALER 6,Grey3,3,Mart,1.0714
DEALER 6,Grey3,4,Nisan,1.2857
DEALER 6,Grey3,5,Mayıs,0.8571
DEALER 6,Grey3,6,Haziran,0.4286
DEALER 6,Grey3,7,Temmuz,0.8571
DEALER 6,Grey3,8,Ağustos,0.8571
DEALER 6,Grey3,9,Eylül,1.2857
DEALER 6,Grey3,10,Ekim,1.2857
DEALER 6,Grey3,11,Kasım,1.2857
DEALER 6,Grey3,12,Aralık,1.5
DEALER 6,White1,1,Ocak,0.9796
DEALER 6,White1,2,Şubat,1.9592
DEALER 6,White1,3,Mart,0.7347
DEALER 6,White1,4,Nisan,1.4694
DEALER 6,White1,5,Mayıs,0.4898
DEALER 6,White1,6,Haziran,0.4898
DEALER 6,White1,7,Temmuz,0.9796
DEALER 6,White1,8,Ağustos,1.7143
DEALER 6,White1,9,Eylül,0.9796
DEALER 6,White1,10,Ekim,0.7347
DEALER 6,White1,11,Kasım,0.4898
DEALER 6,White1,12,Aralık,0.9796
DEALER 6,Blue,1,Ocak,2.3529
DEALER 6,Blue,2,Şubat,0.7059
DEALER 6,Blue,3,Mart,0.9412
DEALER 6,Blue,4,Nisan,0.9412
DEALER 6,Blue,5,Mayıs,0.4706
DEALER 6,Blue,6,Haziran,1.1765
DEALER 6,Blue,7,Temmuz,0.7059
DEALER 6,Blue,8,Ağustos,1.8824
DEALER 6,Blue,9,Eylül,0.9412
DEALER 6,Blue,10,Ekim,0.4706
DEALER 6,Blue,11,Kasım,0.4706
DEALER 6,Blue,12,Aralık,0.9412
DEALER 7,Black2,1,Ocak,0.2759
DEALER 7,Black2,2,Şubat,0.5517
DEALER 7,Black2,3,Mart,0.5517
DEALER 7,Black2,4,Nisan,0.8276
DEALER 7,Black2,5,Mayıs,1.3793
DEALER 7,Black2,6,Haziran,1.2414
DEALER 7,Black2,7,Temmuz,0.6897
DEALER 7,Black2,8,Ağustos,1.3793
DEALER 7,Black2,9,Eylül,1.1034
DEALER 7,Black2,10,Ekim,0.8276
DEALER 7,Black2,11,Kasım,0.2759
DEALER 7,Black2,12,Aralık,2.8966
DEALER 7,Grey3,1,Ocak,0.7059
DEALER 7,Grey3,2,Şubat,0.2824
DEALER 7,Grey3,3,Mart,1.5529
DEALER 7,Grey3,4,Nisan,0.8471
DEALER 7,Grey3,5,Mayıs,0.7059
DEALER 7,Grey3,6,Haziran,1.6941
DEALER 7,Grey3,7,Temmuz,0.7059
DEALER 7,Grey3,8,Ağustos,0.5647
DEALER 7,Grey3,9,Eylül,0.9882
DEALER 7,Grey3,10,Ekim,0.4235
DEALER 7,Grey3,11,Kasım,1.5529
DEALER 7,Grey3,12,Aralık,1.9765
DEALER 7,White2,1,Ocak,1.0435
DEALER 7,White2,2,Şubat,0.3478
DEALER 7,White2,3,Mart,1.2174
DEALER 7,White2,4,Nisan,0.3478
DEALER 7,White2,5,Mayıs,0.0
DEALER 7,White2,6,Haziran,0.6957
DEALER 7,White2,7,Temmuz,0.3478
DEALER 7,White2,8,Ağustos,0.6957
DEALER 7,White2,9,Eylül,0.8696
DEALER 7,White2,10,Ekim,0.8696
DEALER 7,White2,11,Kasım,1.0435
DEALER 7,White2,12,Aralık,4.5217
DEALER 7,Black1,1,Ocak,1.8462
DEALER 7,Black1,2,Şubat,2.1538
DEALER 7,Black1,3,Mart,0.9231
DEALER 7,Black1,4,Nisan,0.4615
DEALER 7,Black1,5,Mayıs,1.8462
DEALER 7,Black1,6,Haziran,0.6154
DEALER 7,Black1,7,Temmuz,1.0769
DEALER 7,Black1,8,Ağustos,1.0769
DEALER 7,Black1,9,Eylül,0.4615
DEALER 7,Black1,10,Ekim,0.3077
DEALER 7,Black1,11,Kasım,0.6154
DEALER 7,Black1,12,Aralık,0.6154
DEALER 7,Grey2,1,Ocak,1.6552
DEALER 7,Grey2,2,Şubat,0.8276
DEALER 7,Grey2,3,Mart,2.2759
DEALER 7,Grey2,4,Nisan,0.0
DEALER 7,Grey2,5,Mayıs,1.8621
DEALER 7,Grey2,6,Haziran,0.4138
DEALER 7,Grey2,7,Temmuz,0.4138
DEALER 7,Grey2,8,Ağustos,1.2414
DEALER 7,Grey2,9,Eylül,0.8276
DEALER 7,Grey2,10,Ekim,0.6207
DEALER 7,Grey2,11,Kasım,1.0345
DEALER 7,Grey2,12,Aralık,0.8276
DEALER 8,Black1,1,Ocak,2.88
DEALER 8,Black1,2,Şubat,1.44
DEALER 8,Black1,3,Mart,1.44
DEALER 8,Black1,4,Nisan,0.96
DEALER 8,Black1,5,Mayıs,0.0
DEALER 8,Black1,6,Haziran,0.72
DEALER 8,Black1,7,Temmuz,0.48
DEALER 8,Black1,8,Ağustos,1.44
DEALER 8,Black1,9,Eylül,0.48
DEALER 8,Black1,10,Ekim,0.96
DEALER 8,Black1,11,Kasım,0.48
DEALER 8,Black1,12,Aralık,0.72
