Dealer Code Processing;Dealer Name;Long Chassis;Model Description;Vehicle Version;Vehicle Code;Model Year;Color Type;Exterior Color;Interior Color;Physical Status Description;Estimated Production Day;Estimated Production Week;Sales Type;Sales Type Description;Have a Customer;Invoiced?;Dispatchable;Quota Status;Central / Dealer Quota;Production Day;Related Month Availability;Status;Month Number
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000045;A3;A3V02;M8;2026;Color;Black2;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000046;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000047;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000048;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000049;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000050;A3;A3V02;M8;2026;Color;Black2;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000051;A3;A3V02;M8;2026;Color;Black2;IG1a;Partially modifiable order;4.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;4.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000052;A3;A3V02;M8;2026;Color;Yellow;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000053;A3;A3V02;M8;2026;Color;Yellow;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000054;A3;A3V02;M8;2026;Color;Yellow;IG1a;Partially modifiable order;4.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;4.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000055;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000056;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000057;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000058;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000059;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000060;A3;A3V02;M8;2026;Color;Grey1;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000061;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000062;A3;A3V02;M8;2026;Color;Grey1;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000063;A3;A3V02;M8;2026;Color;Red2;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000064;A3;A3V02;M8;2026;Color;Red2;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000065;A3;A3V02;M8;2026;Color;Red2;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000066;A3;A3V02;M8;2026;Color;Red2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000067;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000068;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000069;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000070;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000071;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000072;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000073;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000074;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000075;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000076;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000077;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000078;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000079;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000080;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000081;A3;A3V02;M8;2026;Color;Beige;IG1a;Partially modifiable order;3.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000082;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000083;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000084;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000085;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8000086;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000087;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000088;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000089;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000090;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000091;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000092;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000093;A3;A3V02;M8;2025;Color;Grey3;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000094;A3;A3V02;M8;2025;Color;White2;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000095;A3;A3V02;M8;2025;Color;White2;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000096;A3;A3V02;M8;2025;Color;White2;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000097;A3;A3V02;M8;2025;Color;White2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000098;A3;A3V02;M8;2025;Color;White2;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000099;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000100;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000101;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000102;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000103;A3;A3V02;M8;2025;Color;Grey1;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000104;A3;A3V02;M8;2025;Color;Red2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000105;A3;A3V02;M8;2025;Color;Red2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000106;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000107;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000108;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000109;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000110;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000111;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000112;A3;A3V02;M8;2025;Color;Beige;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000113;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000114;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000115;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000116;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000117;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000118;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A3V02MY25M8000119;A3;A3V02;M8;2025;Color;Black2;IG1a;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000120;B1;B1V01b;N8;2026;Bicolor;Blue4;IG1b;Approved order;3.03.2026;W10/03/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.03.2026;Following Months;To Be Produced;March
CENT-STOCK;CENTRAL STOCK;B1V02aMY26N9000121;B1;B1V02a;N9;2026;Bicolor;Grey6;IB2c;Approved order;3.03.2026;W10/03/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;3.03.2026;Following Months;To Be Produced;March
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000122;B1;B1V01b;N8;2026;Bicolor;Blue4;IG1b;Partially modifiable order;10.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;10.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000123;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;12.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000124;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000125;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000126;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000127;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000128;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000129;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000130;B1;B1V01b;N8;2026;Color;Black2;IG1b;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000131;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000132;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000133;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;12.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000134;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000135;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000136;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000137;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000138;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000139;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000140;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000141;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000142;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000143;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000144;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000145;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;12.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000146;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;12.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000147;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000148;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000149;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000150;B1;B1V01b;N8;2026;Color;Black2;IG1b;Approved order;17.02.2026;W08/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;B1V01bMY26N8000151;B1;B1V01b;N8;2026;Color;Black2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
