Zone Code;Zone Name;Dealer Code;Dealer Name;Sales Channel;Channel Description;Channel Group;City;District;Shipping Completed;VIN;Şasi;Model Description;Vehicle Version;Vehicle Code;Model Yılı;Connection Date;Deferred Delivery;Connection Status;Estimated Production Date;Customer Delivery Date;Sales Date;Sales Time;Final Customer Invoice Date;Brand;Exterior Color Type;Exterior Color;Interior Color;Invoice Date;Sales Type;Sales Type Description;Estimated Vessel Arrival Date;Estimated Delivery Date
J00;NORTHSTAR ZONE;BA-3-ICA-04;DEALER 14;RE;Retail;B2C SALES;ANKARA;AKYURT;Y;ZACNJAC56PJK82200;PJK82200;A3;A3V02;M8;2024;2024-12-28;NO;Delivery;W19/05/2024;2024-12-31;2024-12-31 00:00:00;1900-01-00;2024-12-31;NORTHSTAR;Color;Grey3;IY2;2024-12-31;RE;Retail;23.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-EGE-03;DEALER 21;RE;Retail;B2C SALES;MUĞLA;BODRUM;Y;ZACNJAC59PJK82255;PJK82255;A3;A3V02;M8;2024;2024-12-17;NO;Delivery;W19/05/2024;2025-01-16;2024-12-25 00:00:00;1900-01-00;2024-12-25;NORTHSTAR;Color;Grey3;IY2;2024-12-18;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;RE;Retail;B2C SALES;İSTANBUL;KAĞITHANE;Y;ZACNJAC50PJK53453;PJK53453;A3;A3V02;M8;2023;2024-03-27;NO;Delivery;W51/12/2023;2024-04-18;2024-03-27 00:00:00;1900-01-00;2024-03-27;NORTHSTAR;Color;Grey3;IY2;2024-02-29;RE;Retail;14.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-ICA-01;DEALER 1;RE;Retail;B2C SALES;ANKARA;ÇANKAYA;Y;ZACNJAC54PJK59546;PJK59546;A3;A3V02;M8;2024;2024-03-28;NO;Delivery;W05/01/2024;2024-04-05;2024-03-30 00:00:00;1900-01-00;2024-03-30;NORTHSTAR;Color;Grey3;IY2;2024-03-29;RE;Retail;26.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-08;DEALER 18;RS;Additional Discounted Retail;B2C SALES;İSTANBUL;MALTEPE;Y;ZACNJAC57PJK53319;PJK53319;A3;A3V02;M8;2023;2024-01-31;NO;Delivery;W51/12/2023;2024-02-13;2024-01-31 00:00:00;1900-01-00;2024-01-31;NORTHSTAR;Color;Grey3;IY2;2024-01-31;RE;Retail;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-04;DEALER 15;RS;Additional Discounted Retail;B2C SALES;ANTALYA;KONYAALTI;Y;ZACNJAC51PJK59357;PJK59357;A3;A3V02;M8;2024;2024-03-15;NO;Delivery;W05/01/2024;2024-04-06;2024-03-15 00:00:00;1900-01-00;2024-03-15;NORTHSTAR;Color;Grey3;IY2;2024-03-14;RE;Retail;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-EGE-02;DEALER 6;RE;Retail;B2C SALES;İZMİR;BORNOVA;Y;ZACNJAC55PJK82530;PJK82530;A3;A3V02;M8;2024;2024-12-10;NO;Delivery;W19/05/2024;2024-12-17;2024-12-10 00:00:00;1900-01-00;2024-12-10;NORTHSTAR;Color;Grey3;IY2;2024-11-26;RE;Retail;23.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-AKD-04;DEALER 15;RE;Retail;B2C SALES;ANTALYA;ALANYA;Y;ZACNJAC54PJK53505;PJK53505;A3;A3V02;M8;2023;2024-03-21;NO;Delivery;W51/12/2023;2024-04-19;2024-03-28 00:00:00;1900-01-00;2024-03-28;NORTHSTAR;Color;Grey3;IY2;2024-02-29;RE;Retail;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-ICA-01;DEALER 1;RE;Retail;B2C SALES;ADANA;KOZAN;Y;ZACNJAC54PJK82468;PJK82468;A3;A3V02;M8;2024;2024-12-23;NO;Delivery;W19/05/2024;2025-01-03;2024-12-23 00:00:00;1900-01-00;2024-12-23;NORTHSTAR;Color;Grey3;IY2;2024-12-17;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-05;DEALER 13;RE;Retail;B2C SALES;İSTANBUL;EYÜP;Y;ZACNJAC50PJK82368;PJK82368;A3;A3V02;M8;2024;2024-12-30;NO;Delivery;W19/05/2024;2025-01-22;2024-12-31 00:00:00;1900-01-00;2024-12-31;NORTHSTAR;Color;Grey3;IY2;2024-12-29;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;BEŞİKTAŞ;Y;ZACNJAC56PJK53327;PJK53327;A3;A3V02;M8;2023;2024-01-31;NO;Delivery;W51/12/2023;2024-03-03;2024-01-31 00:00:00;1900-01-00;2024-01-31;NORTHSTAR;Color;Grey3;IY2;2024-01-31;F1;Super Fleet;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-EGE-02;DEALER 6;RE;Retail;B2C SALES;AYDIN;KUŞADASI;Y;ZACNJAC5XPJK82457;PJK82457;A3;A3V02;M8;2024;2024-12-23;NO;Delivery;W19/05/2024;2024-12-23;2024-12-23 00:00:00;1900-01-00;2024-12-23;NORTHSTAR;Color;Grey3;IY2;2024-12-16;RE;Retail;25.06.2024;31.07.2024
J00;NORTHSTAR ZONE;BA-3-AKD-01;DEALER 3;RE;Retail;B2C SALES;ADANA;ÇUKUROVA;Y;ZACNJAC52PJK59349;PJK59349;A3;A3V02;M8;2024;2024-06-06;NO;Delivery;W05/01/2024;2024-06-29;2024-06-07 00:00:00;1900-01-00;2024-06-07;NORTHSTAR;Color;Grey3;IY2;2024-04-17;RE;Retail;26.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC54PJK53522;PJK53522;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;14.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;SF;Super Fleet;B2B SALES;İSTANBUL;BAĞCILAR;Y;ZACNJAC53PJK82381;PJK82381;A3;A3V02;M8;2024;2024-11-30;NO;Delivery;W19/05/2024;2025-01-02;2024-11-30 00:00:00;1900-01-00;2024-11-30;NORTHSTAR;Color;Grey3;IY2;2024-11-30;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;SF;Super Fleet;B2B SALES;İSTANBUL;BAĞCILAR;Y;ZACNJAC56PJK82374;PJK82374;A3;A3V02;M8;2024;2024-11-30;NO;Delivery;W19/05/2024;2025-01-02;2024-11-30 00:00:00;1900-01-00;2024-11-30;NORTHSTAR;Color;Grey3;IY2;2024-11-30;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC50PJK53467;PJK53467;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-01;DEALER 3;SF;Super Fleet;B2B SALES;ADANA;YÜREĞİR;Y;ZACNJAC5XPJK82376;PJK82376;A3;A3V02;M8;2024;2024-12-16;NO;Delivery;W19/05/2024;2025-01-04;2024-12-30 00:00:00;1900-01-00;2024-12-30;NORTHSTAR;Color;Grey3;IY2;2024-12-27;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC51PJK53350;PJK53350;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;14.02.2024;29.02.2024
002;2 BOLGE - NORTHSTAR;BA-3-MAR-01;DEALER 5;RE;Retail;B2C SALES;İSTANBUL;SANCAKTEPE;Y;ZACNJAC54PJK82423;PJK82423;A3;A3V02;M8;2024;2024-12-17;NO;Delivery;W19/05/2024;2025-01-09;2024-12-18 00:00:00;1900-01-00;2024-12-18;NORTHSTAR;Color;Grey3;IY2;2024-09-30;RE;Retail;23.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC52PJK53518;PJK53518;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;14.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-04;DEALER 15;RE;Retail;B2C SALES;ANTALYA;MURATPAŞA;Y;ZACNJAC51PJK59360;PJK59360;A3;A3V02;M8;2024;2024-03-11;NO;Delivery;W05/01/2024;2024-04-06;2024-03-15 00:00:00;1900-01-00;2024-03-15;NORTHSTAR;Color;Grey3;IY2;2024-03-14;RE;Retail;10.04.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC58PJK53524;PJK53524;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC53PJK53348;PJK53348;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;14.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-GDA-01;DEALER 19;RE;Retail;B2C SALES;GAZİANTEP;ŞAHİNBEY;Y;ZACNJAC51PJK82413;PJK82413;A3;A3V02;M8;2024;2024-12-18;NO;Delivery;W19/05/2024;2024-12-20;2024-12-20 00:00:00;1900-01-00;2024-12-20;NORTHSTAR;Color;Grey3;IY2;2024-09-30;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;SF;Super Fleet;B2B SALES;İSTANBUL;BAĞCILAR;Y;ZACNJAC5XPJK82426;PJK82426;A3;A3V02;M8;2024;2024-11-30;NO;Delivery;W19/05/2024;2025-01-02;2024-11-30 00:00:00;1900-01-00;2024-11-30;NORTHSTAR;Color;Grey3;IY2;2024-11-30;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC57PJK54342;PJK54342;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-02;DEALER 4;RE;Retail;B2C SALES;HATAY;DÖRTYOL;Y;ZACNJAC52PJK59772;PJK59772;A3;A3V02;M8;2024;2024-04-22;NO;Delivery;W05/01/2024;2024-04-23;2024-04-22 00:00:00;1900-01-00;2024-04-22;NORTHSTAR;Color;Grey3;IY2;2024-03-31;RE;Retail;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-ICA-03;DEALER 10;RS;Additional Discounted Retail;B2C SALES;ANTALYA;KONYAALTI;Y;ZACNJAC53PJK59540;PJK59540;A3;A3V02;M8;2024;2024-11-12;NO;Delivery;W05/01/2024;2024-12-06;2024-11-14 00:00:00;1900-01-00;2024-11-14;NORTHSTAR;Color;Grey3;IY2;2024-06-30;RE;Retail;26.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-01;DEALER 3;SF;Super Fleet;B2B SALES;ADANA;YÜREĞİR;Y;ZACNJAC51PJK82539;PJK82539;A3;A3V02;M8;2024;2024-12-16;NO;Delivery;W19/05/2024;2025-01-04;2024-12-30 00:00:00;1900-01-00;2024-12-30;NORTHSTAR;Color;Grey3;IY2;2024-12-27;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC51PJK53526;PJK53526;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-01;DEALER 3;SF;Super Fleet;B2B SALES;ADANA;YÜREĞİR;Y;ZACNJAC55PJK82429;PJK82429;A3;A3V02;M8;2024;2024-12-16;NO;Delivery;W19/05/2024;2025-01-04;2024-12-30 00:00:00;1900-01-00;2024-12-30;NORTHSTAR;Color;Grey3;IY2;2024-12-27;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC52PJK53390;PJK53390;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Grey3;IY2;2024-02-29;F1;Super Fleet;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;RE;Retail;B2C SALES;İSTANBUL;SARIYER;Y;ZACNJAC53PJK53236;PJK53236;A3;A3V02;M8;2023;2024-04-19;NO;Delivery;W51/12/2023;2024-05-16;2024-04-24 00:00:00;1900-01-00;2024-04-24;NORTHSTAR;Color;Yellow;IY2;2024-03-22;RE;Retail;7.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;RE;Retail;B2C SALES;İSTANBUL;EYÜP;Y;ZACNJAC51PJK53445;PJK53445;A3;A3V02;M8;2023;2024-03-07;NO;Delivery;W51/12/2023;2024-03-08;2024-03-07 00:00:00;1900-01-00;2024-03-07;NORTHSTAR;Color;Yellow;IY2;2024-01-31;RE;Retail;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-02;DEALER 4;RE;Retail;B2C SALES;ADANA;ALADAĞ;Y;ZACNJAC57PJK53188;PJK53188;A3;A3V02;M8;2023;2024-12-09;NO;Delivery;W51/12/2023;2024-12-13;2024-12-09 00:00:00;1900-01-00;2024-12-10;NORTHSTAR;Color;Yellow;IY2;2024-04-30;RE;Retail;14.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-AKD-02;DEALER 4;RE;Retail;B2C SALES;MERSİN;SİLİFKE;Y;ZACNJAC54PJK53245;PJK53245;A3;A3V02;M8;2023;2024-03-31;NO;Delivery;W51/12/2023;2024-04-16;2024-03-31 00:00:00;1900-01-00;2024-03-31;NORTHSTAR;Color;Yellow;IY2;2024-01-31;RE;Retail;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-EGE-04;DEALER 22;RE;Retail;B2C SALES;DENİZLİ;MERKEZ;Y;ZACNJAC58PJK60196;PJK60196;A3;A3V02;M8;2024;2024-03-31;NO;Delivery;W05/01/2024;2024-04-22;2024-03-31 00:00:00;1900-01-00;2024-03-31;NORTHSTAR;Color;Yellow;IY2;2024-03-29;RE;Retail;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;RE;Retail;B2C SALES;İSTANBUL;AVCILAR;Y;ZACNJAC51PJK59813;PJK59813;A3;A3V02;M8;2024;2024-12-24;NO;Delivery;W05/01/2024;2025-01-15;2024-12-24 00:00:00;1900-01-00;2024-12-24;NORTHSTAR;Color;Yellow;IY2;2024-06-30;RE;Retail;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-AKD-01;DEALER 3;RS;Additional Discounted Retail;B2C SALES;ADANA;YÜREĞİR;Y;ZACNJAC52PJK53230;PJK53230;A3;A3V02;M8;2023;2024-03-30;NO;Delivery;W51/12/2023;2024-04-01;2024-03-30 00:00:00;1900-01-00;2024-03-30;NORTHSTAR;Color;Yellow;IY2;2024-02-27;RE;Retail;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-05;DEALER 13;RE;Retail;B2C SALES;İSTANBUL;MALTEPE;Y;ZACNJAC50PJK53243;PJK53243;A3;A3V02;M8;2023;2024-05-14;NO;Delivery;W51/12/2023;2024-06-05;2024-05-14 00:00:00;1900-01-00;2024-05-14;NORTHSTAR;Color;Yellow;IY2;2024-03-31;RE;Retail;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC59PJK60109;PJK60109;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/01/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC58PJK60120;PJK60120;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/01/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC59PJK59882;PJK59882;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/02/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-04;DEALER 12;RS;Additional Discounted Retail;B2C SALES;BURSA;MUDANYA;Y;ZACNJAC55PJK53240;PJK53240;A3;A3V02;M8;2023;2024-04-30;NO;Delivery;W51/12/2023;2024-05-22;2024-04-30 00:00:00;1900-01-00;2024-04-30;NORTHSTAR;Color;Yellow;IY2;2024-03-31;RE;Retail;7.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-EGE-03;DEALER 21;RS;Additional Discounted Retail;B2C SALES;MUĞLA;BODRUM;Y;ZACNJAC56PJK81807;PJK81807;A3;A3V02;M8;2024;2024-10-31;NO;Delivery;W19/05/2024;2024-11-23;2024-10-31 00:00:00;1900-01-00;2024-10-31;NORTHSTAR;Color;Yellow;IY2;2024-10-31;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-AKD-02;DEALER 4;RS;Additional Discounted Retail;B2C SALES;ADANA;SEYHAN;Y;ZACNJAC54PJK60115;PJK60115;A3;A3V02;M8;2024;2024-11-23;NO;Delivery;W05/01/2024;2024-12-06;2024-11-29 00:00:00;1900-01-00;2024-11-29;NORTHSTAR;Color;Yellow;IY2;2024-11-25;RE;Retail;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC52PJK53633;PJK53633;A3;A3V02;M8;2023;2024-06-29;NO;Delivery;W51/12/2023;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;14.02.2024;31.05.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC53PJK60123;PJK60123;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/01/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-05;DEALER 13;RS;Additional Discounted Retail;B2C SALES;İSTANBUL;BEYOĞLU;Y;ZACNJAC5XPJK53265;PJK53265;A3;A3V02;M8;2023;2024-06-28;NO;Delivery;W51/12/2023;2024-07-21;2024-06-29 00:00:00;1900-01-00;2024-06-29;NORTHSTAR;Color;Yellow;IY2;2024-03-31;RE;Retail;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-ICA-04;DEALER 14;RE;Retail;B2C SALES;ANKARA;ÇANKAYA;Y;ZACNJAC50PJK60077;PJK60077;A3;A3V02;M8;2024;2024-03-29;NO;Delivery;W05/01/2024;2024-03-30;2024-03-30 00:00:00;1900-01-00;2024-03-30;NORTHSTAR;Color;Yellow;IY2;2024-03-14;RE;Retail;13.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC52PJK59805;PJK59805;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/01/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Yellow;IY2;2024-06-30;F1;Super Fleet;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-AKD-02;DEALER 4;RS;Additional Discounted Retail;B2C SALES;ADANA;SEYHAN;Y;ZACNJAC5XPJK81809;PJK81809;A3;A3V02;M8;2024;2024-11-23;NO;Delivery;W19/05/2024;2024-12-06;2024-11-29 00:00:00;1900-01-00;2024-11-29;NORTHSTAR;Color;Yellow;IY2;2024-11-29;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;MALTEPE;Y;ZACNJAC57PJK53286;PJK53286;A3;A3V02;M8;2023;2024-02-29;NO;Delivery;W51/12/2023;2024-04-01;2024-02-29 00:00:00;1900-01-00;2024-02-29;NORTHSTAR;Color;Yellow;IY2;2024-02-29;F1;Super Fleet;13.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-EGE-04;DEALER 22;RE;Retail;B2C SALES;İSTANBUL;BAYRAMPAŞA;Y;ZACNJAC55PJK81927;PJK81927;A3;A3V02;M8;2024;2024-12-31;NO;Delivery;W19/05/2024;2025-01-22;2024-12-31 00:00:00;1900-01-00;2024-12-31;NORTHSTAR;Color;Yellow;IY2;2024-12-30;RE;Retail;27.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-EGE-03;DEALER 21;RE;Retail;B2C SALES;MUĞLA;;Y;ZACNJAC58PJK59906;PJK59906;A3;A3V02;M8;2024;2024-03-30;NO;Delivery;W05/02/2024;2024-04-22;2024-03-31 00:00:00;1900-01-00;2024-03-31;NORTHSTAR;Color;Beige;IY2;2024-03-29;RE;Retail;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-04;DEALER 12;RE;Retail;B2C SALES;BURSA;YENİŞEHİR;Y;ZACNJAC54PJK59840;PJK59840;A3;A3V02;M8;2024;2024-08-07;NO;Delivery;W05/01/2024;2024-08-29;2024-08-07 00:00:00;1900-01-00;2024-08-07;NORTHSTAR;Color;Beige;IY2;2024-06-30;RE;Retail;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-EGE-02;DEALER 6;RS;Additional Discounted Retail;B2C SALES;İZMİR;GÜZELBAHÇE;Y;ZACNJAC56PJK53179;PJK53179;A3;A3V02;M8;2023;2024-02-28;NO;Delivery;W51/12/2023;2024-02-28;2024-02-28 00:00:00;1900-01-00;2024-02-28;NORTHSTAR;Color;Beige;IY2;2024-01-31;RE;Retail;5.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC50PJK59849;PJK59849;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/02/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Beige;IY2;2024-06-30;F1;Super Fleet;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;SF;Super Fleet;B2B SALES;İSTANBUL;ÜSKÜDAR;Y;ZACNJAC52PJK59786;PJK59786;A3;A3V02;M8;2024;2024-06-29;NO;Delivery;W05/01/2024;2024-08-01;2024-06-30 00:00:00;1900-01-00;2024-06-30;NORTHSTAR;Color;Beige;IY2;2024-06-30;F1;Super Fleet;21.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-EGE-04;DEALER 22;RS;Additional Discounted Retail;B2C SALES;DENİZLİ;ÇİVRİL;Y;ZACNJAC57PJK82108;PJK82108;A3;A3V02;M8;2024;2024-10-28;NO;Delivery;W19/05/2024;2024-11-21;2024-10-30 00:00:00;1900-01-00;2024-10-30;NORTHSTAR;Color;Beige;IY2;2024-08-30;RE;Retail;23.05.2024;30.06.2024
J00;NORTHSTAR ZONE;BA-3-MAR-07;DEALER 17;RS;Additional Discounted Retail;B2C SALES;BOLU;MERKEZ;Y;ZACNJAC57PJK53207;PJK53207;A3;A3V02;M8;2023;2024-02-12;NO;Delivery;W51/12/2023;2024-02-20;2024-02-16 00:00:00;1900-01-00;2024-02-16;NORTHSTAR;Color;Beige;IY2;2024-01-31;RE;Retail;7.02.2024;29.02.2024
J00;NORTHSTAR ZONE;BA-3-MAR-08;DEALER 18;RE;Retail;B2C SALES;İSTANBUL;KADIKÖY;Y;ZACNJAC58PJK81842;PJK81842;A3;A3V02;M8;2024;2024-12-31;NO;Delivery;W19/05/2024;2025-01-17;2024-12-31 00:00:00;1900-01-00;2024-12-31;NORTHSTAR;Color;Beige;IY2;2024-12-30;RE;Retail;17.07.2024;31.08.2024
J00;NORTHSTAR ZONE;BA-3-EGE-03;DEALER 21;RE;Retail;B2C SALES;MUĞLA;BODRUM;Y;ZACNJAC53PJK59845;PJK59845;A3;A3V02;M8;2024;2024-03-25;NO;Delivery;W05/01/2024;2024-04-22;2024-03-31 00:00:00;1900-01-00;2024-03-31;NORTHSTAR;Color;Beige;IY2;2024-03-29;RE;Retail;20.03.2024;31.03.2024
J00;NORTHSTAR ZONE;BA-3-MAR-02;DEALER 7;RS;Additional Discounted Retail;B2C SALES;İSTANBUL;BAHÇELİEVLER;Y;ZACNJAC52PJK60033;PJK60033;A3;A3V02;M8;2024;2024-08-31;NO;Delivery;W05/02/2024;2024-09-24;2024-08-31 00:00:00;1900-01-00;2024-08-31;NORTHSTAR;Color;Beige;IY2;2024-06-30;RE;Retail;21.03.2024;31.03.2024
